ID_CLIENTE;SAFRA_REF;DATA_EMISSAO_DOCUMENTO;DATA_PAGAMENTO;DATA_VENCIMENTO;VALOR_A_PAGAR;TAXA
4661684997487171886;2019-12;2019-12-18;2020-01-03;2020-01-03;43164.3;8.99
4661684997487171886;2019-12;2019-12-19;2020-01-06;2020-01-06;50909.65;8.99
4661684997487171886;2019-12;2019-12-24;2020-01-13;2020-01-13;50912.0;8.99
4661684997487171886;2020-01;2020-01-02;2020-01-20;2020-01-20;42920.0;8.99
4661684997487171886;2020-01;2020-01-02;2020-02-05;2020-02-05;1182.0;8.99
4661684997487171886;2020-01;2020-01-13;2020-01-29;2020-01-29;48393.1;8.99
8609211777002937758;2019-12;2019-12-18;2020-01-03;2020-01-03;13543.81;4.99
8609211777002937758;2020-01;2020-01-06;2020-01-22;2020-01-22;33134.03;4.99
1044568737046072781;2019-12;2019-12-18;2020-01-13;2020-01-13;54066.47;6.99
1044568737046072781;2019-12;2019-12-20;2020-01-14;2020-01-14;84460.72;6.99
1044568737046072781;2020-01;2020-01-07;2020-02-04;2020-02-04;38487.28;6.99
3045840317107313913;2019-12;2019-12-18;2020-01-03;2020-01-03;46623.35;6.99
3045840317107313913;2019-12;2019-12-23;2020-01-08;2020-01-08;103358.8;6.99
3045840317107313913;2019-12;2019-12-24;2020-01-09;2020-01-09;33450.15;6.99
7722287846688771887;2019-12;2019-12-18;2020-01-03;2020-01-03;73542.89;4.99
7722287846688771887;2019-12;2019-12-29;2020-01-14;2020-01-14;48076.74;4.99
7722287846688771887;2020-01;2020-01-08;2020-01-24;2020-01-24;71887.1;4.99
7722287846688771887;2020-01;2020-01-13;2020-01-29;2020-01-29;26900.0;4.99
5687511145009775604;2019-12;2019-12-18;2020-01-10;2020-01-09;17877.85;5.99
5687511145009775604;2019-12;2019-12-20;2020-01-13;2020-01-13;20563.85;5.99
5687511145009775604;2020-01;2020-01-02;2020-02-28;2020-02-05;1182.0;5.99
1454789421854453615;2019-12;2019-12-18;2020-01-03;2020-01-03;87808.05;8.99
1454789421854453615;2019-12;2019-12-24;2020-01-09;2020-01-09;65572.35;8.99
1454789421854453615;2020-01;2020-01-06;2020-01-28;2020-01-28;65968.45;8.99
1454789421854453615;2020-01;2020-01-15;2020-01-31;2020-01-31;59669.8;8.99
8535586342375301953;2019-12;2019-12-18;2020-01-06;2020-01-06;102521.77;5.99
8535586342375301953;2019-12;2019-12-26;2020-01-13;2020-01-13;17481.2;5.99
8535586342375301953;2020-01;2020-01-02;2020-01-20;2020-01-20;15108.3;5.99
8535586342375301953;2020-01;2020-01-05;2020-01-23;2020-01-23;35421.9;5.99
8535586342375301953;2020-01;2020-01-05;2020-01-22;2020-01-23;75485.71;5.99
8535586342375301953;2020-01;2020-01-10;2020-01-27;2020-01-27;17026.2;5.99
8535586342375301953;2020-01;2020-01-13;2020-01-30;2020-01-31;8867.03;5.99
8535586342375301953;2020-01;2020-01-16;2020-02-03;2020-02-03;44156.7;5.99
6238903426443761049;2019-12;2019-12-18;2020-01-06;2020-01-06;38513.57;8.99
6238903426443761049;2019-12;2019-12-19;2020-01-06;2020-01-06;21870.5;8.99
6238903426443761049;2019-12;2019-12-25;2020-01-13;2020-01-13;22109.99;8.99
6238903426443761049;2019-12;2019-12-29;2020-01-14;2020-01-16;42917.76;8.99
6238903426443761049;2020-01;2020-01-02;2020-01-20;2020-01-20;43700.0;8.99
6238903426443761049;2020-01;2020-01-05;2020-01-23;2020-01-23;17261.07;8.99
6238903426443761049;2020-01;2020-01-05;2020-01-23;2020-01-23;17849.82;8.99
6238903426443761049;2020-01;2020-01-14;2020-01-31;2020-01-31;58743.93;8.99
6030285068945261052;2019-12;2019-12-18;2020-01-09;2020-01-09;60543.52;5.99
6030285068945261052;2019-12;2019-12-25;2020-01-14;2020-01-14;41181.21;5.99
6030285068945261052;2019-12;2019-12-30;2020-01-20;2020-01-20;39564.1;5.99
6030285068945261052;2020-01;2020-01-13;2020-02-03;2020-02-03;39609.2;5.99
6759864637454708017;2019-12;2019-12-18;2020-01-07;2020-01-07;17512.51;6.99
6759864637454708017;2019-12;2019-12-24;2020-01-15;2020-01-15;20856.2;6.99
6759864637454708017;2019-12;2019-12-31;2020-01-22;2020-01-22;20800.56;6.99
6759864637454708017;2020-01;2020-01-07;2020-01-29;2020-01-29;17887.71;6.99
6759864637454708017;2020-01;2020-01-12;2020-02-03;2020-02-03;17337.88;6.99
6759864637454708017;2020-01;2020-01-12;2020-02-03;2020-02-03;17621.02;6.99
6759864637454708017;2020-01;2020-01-15;2020-02-06;2020-02-06;17471.07;6.99
6759864637454708017;2020-01;2020-01-16;2020-02-05;2020-02-05;17907.29;6.99
6759864637454708017;2020-01;2020-01-16;2020-02-07;2020-02-07;20505.8;6.99
5067621068959932809;2019-12;2019-12-18;2020-01-13;2020-01-07;18247.55;5.99
5067621068959932809;2019-12;2019-12-18;2020-01-13;2020-01-06;14982.27;5.99
5067621068959932809;2019-12;2019-12-19;2020-01-13;2020-01-08;18247.55;5.99
5067621068959932809;2019-12;2019-12-19;2020-01-13;2020-01-07;22193.91;5.99
5067621068959932809;2019-12;2019-12-19;2020-01-13;2020-01-07;14982.27;5.99
5067621068959932809;2019-12;2019-12-20;2020-01-13;2020-01-08;14982.27;5.99
5067621068959932809;2019-12;2019-12-20;2020-01-13;2020-01-09;18247.55;5.99
5067621068959932809;2019-12;2019-12-22;2020-01-14;2020-01-13;18247.55;5.99
5067621068959932809;2019-12;2019-12-22;2020-01-14;2020-01-13;17844.88;5.99
5067621068959932809;2019-12;2019-12-30;2020-01-24;2020-01-20;22100.09;5.99
5067621068959932809;2019-12;2019-12-30;2020-01-27;2020-01-20;15418.45;5.99
5067621068959932809;2019-12;2019-12-31;2020-01-27;2020-01-20;18011.54;5.99
5067621068959932809;2019-12;2019-12-31;2020-01-27;2020-01-20;15418.45;5.99
5067621068959932809;2020-01;2020-01-01;2020-01-28;2020-01-21;17694.79;5.99
5067621068959932809;2020-01;2020-01-01;2020-01-27;2020-01-20;15418.45;5.99
5067621068959932809;2020-01;2020-01-01;2020-01-27;2020-01-21;18011.54;5.99
5067621068959932809;2020-01;2020-01-01;2020-01-24;2020-01-20;22100.09;5.99
5067621068959932809;2020-01;2020-01-01;2020-01-28;2020-01-21;18011.54;5.99
5067621068959932809;2020-01;2020-01-02;2020-01-29;2020-01-22;18011.54;5.99
5067621068959932809;2020-01;2020-01-02;2020-01-27;2020-01-21;15418.45;5.99
5067621068959932809;2020-01;2020-01-02;2020-01-29;2020-01-22;17694.79;5.99
5067621068959932809;2020-01;2020-01-02;2020-01-27;2020-01-21;22100.09;5.99
5067621068959932809;2020-01;2020-01-03;2020-01-29;2020-01-22;22100.09;5.99
5067621068959932809;2020-01;2020-01-03;2020-01-30;2020-01-23;18011.54;5.99
5067621068959932809;2020-01;2020-01-03;2020-01-30;2020-01-23;17694.79;5.99
5067621068959932809;2020-01;2020-01-03;2020-01-29;2020-01-22;15418.45;5.99
5067621068959932809;2020-01;2020-01-05;2020-01-31;2020-01-24;22100.09;5.99
5067621068959932809;2020-01;2020-01-05;2020-01-31;2020-01-24;15418.45;5.99
5067621068959932809;2020-01;2020-01-06;2020-01-31;2020-01-27;17694.79;5.99
6276792736652545216;2019-12;2019-12-18;2020-01-06;2020-01-06;15331.7;5.99
6276792736652545216;2019-12;2019-12-30;2020-01-16;2020-01-16;58550.3;5.99
6276792736652545216;2020-01;2020-01-02;2020-01-21;2020-01-21;58550.3;5.99
7930925883736021864;2019-12;2019-12-18;2020-01-03;2020-01-03;14747.85;6.99
7930925883736021864;2019-12;2019-12-22;2020-01-07;2020-01-07;14447.84;6.99
7930925883736021864;2019-12;2019-12-22;2020-01-07;2020-01-07;22364.93;6.99
7930925883736021864;2019-12;2019-12-27;2020-01-13;2020-01-13;40859.65;6.99
7930925883736021864;2019-12;2019-12-27;2020-01-13;2020-01-13;23685.54;6.99
7930925883736021864;2019-12;2019-12-31;2020-01-16;2020-01-16;59108.7;6.99
7930925883736021864;2020-01;2020-01-01;2020-01-17;2020-01-17;18082.8;6.99
7930925883736021864;2020-01;2020-01-02;2020-01-20;2020-01-20;47118.6;6.99
7930925883736021864;2020-01;2020-01-03;2020-01-20;2020-01-20;14769.0;6.99
7930925883736021864;2020-01;2020-01-06;2020-01-22;2020-01-22;47167.2;6.99
7930925883736021864;2020-01;2020-01-07;2020-01-23;2020-01-23;31412.2;6.99
7930925883736021864;2020-01;2020-01-09;2020-01-27;2020-01-27;46039.5;6.99
7930925883736021864;2020-01;2020-01-14;2020-01-30;2020-01-30;15049.9;6.99
7930925883736021864;2020-01;2020-01-15;2020-01-31;2020-01-31;21344.75;6.99
7930925883736021864;2020-01;2020-01-15;2020-01-31;2020-01-31;17722.8;6.99
7930925883736021864;2020-01;2020-01-16;2020-02-03;2020-02-03;30110.4;6.99
8889055492416898333;2019-12;2019-12-18;2020-01-08;2020-01-08;64035.32;5.99
8889055492416898333;2020-01;2020-01-06;2020-01-28;2020-01-28;168100.67;5.99
8889055492416898333;2020-01;2020-01-07;2020-01-27;2020-01-27;64034.31;5.99
7492389223353246125;2019-12;2019-12-18;2020-01-07;2020-01-06;42277.5;6.99
6968106554514688300;2019-12;2019-12-18;2020-01-03;2020-01-03;40498.2;6.99
6968106554514688300;2020-01;2020-01-03;2020-01-21;2020-01-21;45366.6;6.99
6968106554514688300;2020-01;2020-01-09;2020-01-27;2020-01-27;59325.65;6.99
6968106554514688300;2020-01;2020-01-16;2020-02-03;2020-02-03;81482.45;6.99
2128970218770090704;2019-12;2019-12-18;2020-01-03;2020-01-03;53644.0;5.99
2128970218770090704;2019-12;2019-12-23;2020-01-08;2020-01-08;70134.1;5.99
2128970218770090704;2020-01;2020-01-02;2020-02-05;2020-02-05;1182.0;5.99
7524505197759784814;2019-12;2019-12-18;2020-01-16;2020-01-16;34219.0;6.99
8926565682509268383;2019-12;2019-12-18;2020-01-03;2020-01-03;18158.75;5.99
8926565682509268383;2019-12;2019-12-24;2020-01-09;2020-01-09;21608.3;5.99
8926565682509268383;2019-12;2019-12-30;2020-01-15;2020-01-15;15089.94;5.99
8926565682509268383;2019-12;2019-12-31;2020-01-16;2020-01-16;21524.45;5.99
8926565682509268383;2020-01;2020-01-05;2020-01-21;2020-01-21;17968.1;5.99
8926565682509268383;2020-01;2020-01-10;2020-01-27;2020-01-27;21411.4;5.99
8926565682509268383;2020-01;2020-01-13;2020-01-29;2020-01-29;17495.85;5.99
8926565682509268383;2020-01;2020-01-15;2020-01-31;2020-01-31;14892.44;5.99
8926565682509268383;2020-01;2020-01-15;2020-01-31;2020-01-31;21296.5;5.99
5918810537171565818;2019-12;2019-12-18;2020-01-13;2020-01-07;620.1;5.99
5918810537171565818;2019-12;2019-12-18;2020-01-13;2020-01-07;1033.5;5.99
5918810537171565818;2019-12;2019-12-18;2019-12-30;2020-01-02;105422.5;5.99
5918810537171565818;2019-12;2019-12-23;2020-01-06;2020-01-07;84725.8;5.99
5918810537171565818;2019-12;2019-12-23;2020-01-13;2020-01-07;387.8;5.99
5918810537171565818;2020-01;2020-01-05;2020-01-17;2020-01-20;104820.25;5.99
5918810537171565818;2020-01;2020-01-15;2020-01-29;2020-01-30;60688.2;5.99
1192810733461560329;2019-12;2019-12-18;2020-01-16;2020-01-16;79856.1;4.99
1192810733461560329;2019-12;2019-12-18;2020-01-16;2020-01-16;80269.7;4.99
1192810733461560329;2020-01;2020-01-13;2020-02-11;2020-02-11;76228.0;4.99
3772710147663076183;2019-12;2019-12-18;2020-01-13;2020-01-13;16813.0;5.99
3772710147663076183;2019-12;2019-12-25;2020-01-21;2020-01-21;33626.0;5.99
7167988599372526790;2019-12;2019-12-18;2020-01-20;2020-01-20;35447.0;4.99
175003104385133396;2019-12;2019-12-18;2020-01-03;2020-01-03;55425.18;5.99
175003104385133396;2019-12;2019-12-27;2020-01-13;2020-01-13;39907.9;5.99
175003104385133396;2020-01;2020-01-05;2020-01-21;2020-01-21;19622.45;5.99
2088532321693492263;2019-12;2019-12-18;2020-01-03;2020-01-03;58748.7;11.99
2088532321693492263;2020-01;2020-01-02;2020-02-05;2020-02-05;886.5;11.99
4863405965754103821;2019-12;2019-12-18;2020-01-06;2020-01-06;101827.5;6.99
4863405965754103821;2019-12;2019-12-22;2020-01-10;2020-01-10;86190.0;6.99
4863405965754103821;2019-12;2019-12-23;2020-01-13;2020-01-13;171385.2;6.99
4863405965754103821;2019-12;2019-12-25;2020-01-13;2020-01-13;283543.08;6.99
4863405965754103821;2019-12;2019-12-25;2020-01-13;2020-01-13;254777.84;6.99
4863405965754103821;2020-01;2020-01-02;2020-01-21;2020-01-21;168537.6;6.99
4863405965754103821;2020-01;2020-01-08;2020-01-27;2020-01-27;129914.4;6.99
4863405965754103821;2020-01;2020-01-13;2020-02-03;2020-02-03;167454.0;6.99
4863405965754103821;2020-01;2020-01-13;2020-02-03;2020-02-03;65856.0;6.99
8348574220426911086;2019-12;2019-12-18;2020-01-03;2020-01-03;19784.7;5.99
8348574220426911086;2019-12;2019-12-22;2020-01-07;2020-01-07;20285.05;5.99
8348574220426911086;2020-01;2020-01-02;2020-01-21;2020-01-21;19732.65;5.99
8348574220426911086;2020-01;2020-01-15;2020-02-03;2020-02-03;19647.3;5.99
8348574220426911086;2020-01;2020-01-16;2020-02-10;2020-02-10;41373.6;5.99
5462970244186515758;2019-12;2019-12-18;2020-01-03;2020-01-03;51973.5;5.99
5462970244186515758;2019-12;2019-12-27;2020-01-13;2020-01-13;35037.9;5.99
5462970244186515758;2019-12;2019-12-27;2020-01-13;2020-01-13;51362.9;5.99
5462970244186515758;2020-01;2020-01-02;2020-01-20;2020-01-20;104824.14;5.99
5462970244186515758;2020-01;2020-01-03;2020-01-20;2020-01-20;14844.84;5.99
5462970244186515758;2020-01;2020-01-06;2020-01-22;2020-01-22;84010.64;5.99
5462970244186515758;2020-01;2020-01-07;2020-01-23;2020-01-23;63914.49;5.99
5462970244186515758;2020-01;2020-01-16;2020-02-03;2020-02-03;;5.99
7895753719321668294;2019-12;2019-12-18;2020-01-06;2020-01-06;97196.77;5.99
7895753719321668294;2019-12;2019-12-21;2020-01-07;2020-01-07;24443.44;5.99
7895753719321668294;2019-12;2019-12-22;2020-01-09;2020-01-09;106350.83;5.99
7895753719321668294;2019-12;2019-12-29;2020-01-16;2020-01-16;80433.12;5.99
1036256411320325774;2019-12;2019-12-18;2020-02-03;2020-02-03;6781.1;5.99
1036256411320325774;2019-12;2019-12-22;2020-01-13;2020-01-13;49972.5;5.99
1036256411320325774;2019-12;2019-12-23;2020-01-10;2020-01-13;49972.5;5.99
1036256411320325774;2019-12;2019-12-24;2020-01-13;2020-01-13;49972.5;5.99
1036256411320325774;2019-12;2019-12-31;2020-01-17;2020-01-21;30323.0;5.99
1036256411320325774;2020-01;2020-01-01;2020-01-21;2020-01-21;68608.0;5.99
1036256411320325774;2020-01;2020-01-05;2020-01-27;2020-01-27;90719.4;5.99
1036256411320325774;2020-01;2020-01-08;2020-01-28;2020-01-28;51171.0;5.99
1036256411320325774;2020-01;2020-01-09;2020-02-21;2020-02-26;5424.88;5.99
1036256411320325774;2020-01;2020-01-15;2020-02-04;2020-02-04;49722.0;5.99
1036256411320325774;2020-01;2020-01-16;2020-03-02;2020-03-02;4068.66;5.99
8123515208041701633;2019-12;2019-12-18;2020-01-03;2020-01-03;42363.19;6.99
8123515208041701633;2019-12;2019-12-22;2020-01-07;2020-01-07;42363.19;6.99
8123515208041701633;2019-12;2019-12-31;2020-01-16;2020-01-16;42970.99;6.99
8123515208041701633;2020-01;2020-01-01;2020-01-17;2020-01-17;40076.25;6.99
8123515208041701633;2020-01;2020-01-03;2020-01-21;2020-01-21;66115.0;6.99
8123515208041701633;2020-01;2020-01-14;2020-01-30;2020-01-30;42167.2;6.99
8123515208041701633;2020-01;2020-01-16;2020-02-03;2020-02-03;45367.6;6.99
903093877129717133;2019-12;2019-12-18;2020-01-06;2020-01-06;19795.0;5.99
903093877129717133;2019-12;2019-12-20;2020-01-06;2020-01-06;13645.0;5.99
903093877129717133;2019-12;2019-12-25;2020-01-10;2020-01-10;19945.0;5.99
903093877129717133;2019-12;2019-12-26;2020-01-13;2020-01-13;13844.99;5.99
903093877129717133;2019-12;2019-12-27;2020-01-13;2020-01-13;13844.99;5.99
903093877129717133;2020-01;2020-01-02;2020-01-20;2020-01-20;20580.0;5.99
903093877129717133;2020-01;2020-01-05;2020-01-21;2020-01-21;14040.0;5.99
903093877129717133;2020-01;2020-01-08;2020-01-24;2020-01-24;14540.0;5.99
903093877129717133;2020-01;2020-01-09;2020-01-27;2020-01-27;14040.0;5.99
903093877129717133;2020-01;2020-01-13;2020-01-29;2020-01-29;19780.0;5.99
903093877129717133;2020-01;2020-01-14;2020-01-30;2020-01-30;27980.0;5.99
903093877129717133;2020-01;2020-01-16;2020-02-03;2020-02-03;20230.0;5.99
903093877129717133;2020-01;2020-01-16;2020-02-03;2020-02-03;16990.45;5.99
7541360189313243820;2019-12;2019-12-18;2020-02-29;2020-02-03;360.0;4.99
7541360189313243820;2019-12;2019-12-18;2020-04-23;2020-04-01;360.0;4.99
7541360189313243820;2019-12;2019-12-19;2020-04-23;2020-04-01;360.0;4.99
7541360189313243820;2019-12;2019-12-19;2020-01-04;2020-01-17;18271.0;4.99
7541360189313243820;2019-12;2019-12-21;2020-01-06;2020-01-21;18271.0;4.99
7541360189313243820;2019-12;2019-12-24;2020-02-18;2020-01-22;18471.0;4.99
7541360189313243820;2019-12;2019-12-25;2020-01-23;2020-01-23;18271.0;4.99
7541360189313243820;2019-12;2019-12-26;2020-01-11;2020-01-24;18271.0;4.99
7541360189313243820;2020-01;2020-01-01;2020-01-29;2020-01-30;18019.0;4.99
7541360189313243820;2020-01;2020-01-01;2020-02-18;2020-02-04;18019.0;4.99
7541360189313243820;2020-01;2020-01-02;2020-02-18;2020-02-04;18019.0;4.99
7541360189313243820;2020-01;2020-01-03;2020-01-18;2020-02-03;18019.0;4.99
7541360189313243820;2020-01;2020-01-05;2020-03-05;2020-02-03;18019.0;4.99
7541360189313243820;2020-01;2020-01-06;2020-01-22;2020-02-04;18019.0;4.99
7541360189313243820;2020-01;2020-01-06;2020-02-18;2020-02-04;18019.0;4.99
7541360189313243820;2020-01;2020-01-07;2020-02-18;2020-02-05;18219.0;4.99
7541360189313243820;2020-01;2020-01-08;2020-02-18;2020-02-06;10197.49;4.99
7541360189313243820;2020-01;2020-01-08;2020-02-19;2020-02-06;18019.0;4.99
7541360189313243820;2020-01;2020-01-09;2020-02-18;2020-02-10;17696.0;4.99
7541360189313243820;2020-01;2020-01-12;2020-02-18;2020-02-10;17696.0;4.99
7541360189313243820;2020-01;2020-01-13;2020-02-19;2020-02-11;17696.0;4.99
7541360189313243820;2020-01;2020-01-15;2020-03-02;2020-02-13;17696.0;4.99
7541360189313243820;2020-01;2020-01-16;2020-03-11;2020-02-14;17479.49;4.99
798425422240919854;2019-12;2019-12-18;2020-01-03;2020-01-03;47887.8;6.99
798425422240919854;2019-12;2019-12-26;2020-01-13;2020-01-13;77761.6;6.99
798425422240919854;2019-12;2019-12-31;2020-01-15;2020-01-16;82144.49;6.99
798425422240919854;2020-01;2020-01-16;2020-02-03;2020-02-03;40929.4;6.99
3025708129948185495;2019-12;2019-12-18;2020-01-03;2020-01-03;16874.95;4.99
3025708129948185495;2019-12;2019-12-18;2020-01-03;2020-01-03;19799.45;4.99
3025708129948185495;2019-12;2019-12-25;2020-01-10;2020-01-10;17045.0;4.99
3025708129948185495;2019-12;2019-12-26;2020-01-13;2020-01-13;17045.0;4.99
3025708129948185495;2020-01;2020-01-06;2020-01-22;2020-01-22;33183.5;4.99
6964108750473070287;2019-12;2019-12-18;2020-01-21;2020-01-23;50860.0;5.99
6964108750473070287;2019-12;2019-12-18;2020-01-21;2020-01-23;206664.0;5.99
6964108750473070287;2019-12;2019-12-19;2020-01-31;2020-02-03;24476.2;5.99
6964108750473070287;2019-12;2019-12-19;2020-01-21;2020-01-24;74728.0;5.99
6964108750473070287;2019-12;2019-12-19;2020-01-21;2020-01-24;198592.0;5.99
6964108750473070287;2019-12;2019-12-20;2020-01-22;2020-01-27;205440.0;5.99
6964108750473070287;2019-12;2019-12-22;2020-02-04;2020-02-05;24476.2;5.99
6964108750473070287;2019-12;2019-12-22;2020-01-23;2020-01-27;201840.0;5.99
6964108750473070287;2019-12;2019-12-23;2020-01-24;2020-01-28;51360.0;5.99
6964108750473070287;2019-12;2019-12-23;2020-01-22;2020-01-28;23542.0;5.99
6964108750473070287;2019-12;2019-12-23;2020-01-27;2020-01-28;51360.0;5.99
6964108750473070287;2019-12;2019-12-24;2020-01-28;2020-01-29;204840.0;5.99
6964108750473070287;2019-12;2019-12-24;2020-01-27;2020-01-29;74858.0;5.99
6964108750473070287;2019-12;2019-12-24;2020-01-27;2020-01-29;102420.0;5.99
6964108750473070287;2019-12;2019-12-24;2020-01-28;2020-01-29;74558.0;5.99
6964108750473070287;2019-12;2019-12-24;2020-02-07;2020-02-07;12604.09;5.99
6964108750473070287;2019-12;2019-12-25;2020-01-28;2020-01-30;50960.0;5.99
6964108750473070287;2019-12;2019-12-25;2020-01-28;2020-01-30;201840.0;5.99
6964108750473070287;2019-12;2019-12-26;2020-01-28;2020-01-31;201840.0;5.99
6964108750473070287;2019-12;2019-12-26;2020-01-29;2020-01-31;74808.0;5.99
6964108750473070287;2019-12;2019-12-26;2020-01-29;2020-01-31;201840.0;5.99
6964108750473070287;2019-12;2019-12-27;2020-01-30;2020-02-03;51210.0;5.99
6964108750473070287;2019-12;2019-12-27;2020-01-29;2020-02-03;102170.0;5.99
6964108750473070287;2019-12;2019-12-27;2020-01-30;2020-02-03;50960.0;5.99
6964108750473070287;2019-12;2019-12-28;2020-02-03;2020-02-04;204840.0;5.99
6964108750473070287;2019-12;2019-12-29;2020-01-30;2020-02-03;51060.0;5.99
6964108750473070287;2019-12;2019-12-30;2020-02-03;2020-02-04;201816.6;5.99
6964108750473070287;2020-01;2020-01-01;2020-02-06;2020-02-06;49971.0;5.99
6964108750473070287;2020-01;2020-01-01;2020-02-06;2020-02-06;73645.0;5.99
6964108750473070287;2020-01;2020-01-02;2020-02-07;2020-02-07;50340.0;5.99
6964108750473070287;2020-01;2020-01-02;2020-02-07;2020-02-07;73220.0;5.99
6964108750473070287;2020-01;2020-01-03;2020-02-11;2020-02-10;67120.0;5.99
6964108750473070287;2020-01;2020-01-03;2020-02-10;2020-02-10;50016.0;5.99
6964108750473070287;2020-01;2020-01-05;2020-02-11;2020-02-10;199200.0;5.99
6964108750473070287;2020-01;2020-01-05;2020-02-07;2020-02-10;100500.0;5.99
6964108750473070287;2020-01;2020-01-06;2020-02-14;2020-02-11;73220.0;5.99
6964108750473070287;2020-01;2020-01-06;2020-02-17;2020-02-11;28790.74;5.99
6964108750473070287;2020-01;2020-01-06;2020-02-17;2020-02-11;199200.0;5.99
6964108750473070287;2020-01;2020-01-06;2020-02-14;2020-02-11;67120.0;5.99
6964108750473070287;2020-01;2020-01-06;2020-02-18;2020-02-20;11449.44;5.99
6964108750473070287;2020-01;2020-01-09;2020-02-14;2020-02-14;48906.0;5.99
6964108750473070287;2020-01;2020-01-09;2020-02-14;2020-02-14;49086.0;5.99
6964108750473070287;2020-01;2020-01-09;2020-02-14;2020-02-14;49266.0;5.99
6964108750473070287;2020-01;2020-01-14;2020-02-18;2020-02-19;203174.0;5.99
6964108750473070287;2020-01;2020-01-15;2020-02-18;2020-02-20;48933.0;5.99
6964108750473070287;2020-01;2020-01-16;2020-02-21;2020-02-21;48430.5;5.99
4347826483121154490;2019-12;2019-12-18;2020-01-03;2020-01-03;22219.55;5.99
4347826483121154490;2019-12;2019-12-18;2020-01-03;2020-01-03;116860.59;5.99
4347826483121154490;2020-01;2020-01-01;2020-02-17;2020-02-17;7455.14;5.99
4347826483121154490;2020-01;2020-01-05;2020-01-21;2020-01-21;22693.2;5.99
4347826483121154490;2020-01;2020-01-07;2020-01-27;2020-01-27;117691.0;5.99
4347826483121154490;2020-01;2020-01-07;2020-01-27;2020-01-27;29642.3;5.99
4347826483121154490;2020-01;2020-01-09;2020-01-27;2020-01-27;76099.98;5.99
4347826483121154490;2020-01;2020-01-12;2020-01-28;2020-01-28;40912.08;5.99
4347826483121154490;2020-01;2020-01-14;2020-02-03;2020-02-03;22507.05;5.99
7949169060790541229;2019-12;2019-12-18;2020-01-06;2020-01-06;97869.1;6.99
7949169060790541229;2019-12;2019-12-29;2020-01-14;2020-01-14;60470.0;6.99
7949169060790541229;2020-01;2020-01-01;2020-01-20;2020-01-20;80060.0;6.99
1998941557906036376;2019-12;2019-12-18;2020-01-06;2020-01-06;33462.5;6.99
1998941557906036376;2019-12;2019-12-21;2020-01-07;2020-01-07;33462.5;6.99
1998941557906036376;2020-01;2020-01-03;2020-01-20;2020-01-20;33992.51;6.99
1998941557906036376;2020-01;2020-01-13;2020-01-29;2020-01-29;30655.3;6.99
5880041582322293710;2019-12;2019-12-18;2020-01-13;2020-01-13;39837.19;5.99
5880041582322293710;2019-12;2019-12-20;2020-01-14;2020-01-14;39332.89;5.99
5880041582322293710;2019-12;2019-12-25;2020-01-20;2020-01-20;19738.11;5.99
5880041582322293710;2019-12;2019-12-27;2020-01-21;2020-01-21;39476.21;5.99
5880041582322293710;2019-12;2019-12-31;2020-01-27;2020-01-27;39364.16;5.99
5880041582322293710;2020-01;2020-01-03;2020-01-28;2020-01-28;;5.99
2805743565496207618;2019-12;2019-12-18;2020-01-13;2020-01-13;76952.65;6.99
2805743565496207618;2019-12;2019-12-20;2020-01-16;2020-01-16;41168.99;6.99
2805743565496207618;2020-01;2020-01-14;2020-02-10;2020-02-10;98548.3;6.99
7908414709866823255;2019-12;2019-12-18;2020-01-03;2020-01-03;17907.3;6.99
7908414709866823255;2019-12;2019-12-24;2020-01-09;2020-01-09;28281.61;6.99
7908414709866823255;2019-12;2019-12-27;2020-01-13;2020-01-13;17260.13;6.99
7908414709866823255;2019-12;2019-12-29;2020-01-14;2020-01-14;17095.01;6.99
7908414709866823255;2019-12;2019-12-29;2020-01-14;2020-01-14;24930.22;6.99
7908414709866823255;2020-01;2020-01-02;2020-01-20;2020-01-20;40198.4;6.99
7908414709866823255;2020-01;2020-01-06;2020-01-22;2020-01-22;24763.83;6.99
7908414709866823255;2020-01;2020-01-07;2020-01-23;2020-01-23;17688.45;6.99
7908414709866823255;2020-01;2020-01-08;2020-01-24;2020-01-24;34115.07;6.99
7908414709866823255;2020-01;2020-01-09;2020-01-27;2020-01-27;16467.7;6.99
7908414709866823255;2020-01;2020-01-12;2020-06-04;2020-02-26;300000.0;6.99
7908414709866823255;2020-01;2020-01-12;2020-06-04;2020-02-26;150000.0;6.99
1357573192598249600;2019-12;2019-12-18;2020-01-06;2020-01-06;50260.8;8.99
1357573192598249600;2019-12;2019-12-31;2020-01-16;2020-01-16;;8.99
1357573192598249600;2020-01;2020-01-16;2020-02-03;2020-02-03;49323.1;8.99
1276604410881911401;2019-12;2019-12-18;2020-01-15;2020-01-29;157498.0;6.99
1276604410881911401;2019-12;2019-12-19;2020-01-15;2020-01-29;153781.76;6.99
1276604410881911401;2019-12;2019-12-23;2020-01-22;2020-01-29;153699.92;6.99
1276604410881911401;2019-12;2019-12-23;2020-02-07;2020-01-29;4941.46;6.99
1276604410881911401;2019-12;2019-12-24;2020-02-05;2020-02-05;153699.92;6.99
1276604410881911401;2019-12;2019-12-27;2020-02-05;2020-02-05;153699.92;6.99
1276604410881911401;2019-12;2019-12-29;2020-02-05;2020-02-05;80343.14;6.99
1276604410881911401;2019-12;2019-12-29;2020-02-05;2020-02-05;155974.28;6.99
